Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga
Uramichi Oniisan,"Comedy,Slice of Life",1089,1196,7.71,13,23 min. per ep.,TV ,Jul 2021 , Sep 2021,236471,7.83,1187.0,1529.0,12607.0,Unknown,"May  12, 2017 to ?",[],Comic POOL,"Kuze, Gaku (Story & Art)",True
Hourou Musuko,"Drama,Romance,Slice of Life",1075,1501,7.71,11,23 min. per ep.,TV ,Jan 2011 , Apr 2011,131223,8.22,398.0,601.0,28761.0,123,"Nov  12, 2002 to Jul  12, 2013",['Seinen'],Comic Beam,"Shimura, Takako (Story & Art)",True
Nanatsu no Taizai,"Action,Adventure,Fantasy",1080,30,7.71,24,24 min. per ep.,TV ,Oct 2014 , Mar 2015,2070523,7.48,3085.0,44.0,178066.0,364,"Oct  10, 2012 to Mar  25, 2020",['Shounen'],Shounen Magazine (Weekly),"Suzuki, Nakaba (Story & Art)",True
Hanasakeru Seishounen,"Drama,Romance",1074,2295,7.71,39,24 min. per ep.,TV ,Apr 2009 , Feb 2010,69981,7.3,4720.0,11051.0,1464.0,Unknown,1987 to  1994,['Shoujo'],LaLa,"Itsuki, Natsumi (Story & Art)",True
Slayers,"Adventure,Comedy,Fantasy",1034,1416,7.73,26,22 min. per ep.,TV ,Apr 1995 , Sep 1995,144208,7.98,790.0,4693.0,4130.0,Unknown,"Jan  17, 1990 to ?",[],,"Kanzaka, Hajime (Story), Araizumi, Rui (Art)",True
Chuunibyou demo Koi ga Shitai!,"Comedy,Romance",1053,86,7.72,12,24 min. per ep.,TV ,Oct 2012 , Dec 2012,1365711,8.06,633.0,2028.0,9405.0,Unknown,"May  24, 2011 to Dec  22, 2017",[],,"Ousaka, Nozomi (Art), Torako (Story)",True
Mahouka Koukou no Rettousei: Tsuioku-hen,"Sci-Fi,Supernatural",1028,2321,7.73,1,1 hr. 11 min.,TV Special ,Dec 2021 , Dec 2021,86892,7.83,1186.0,2501.0,7865.0,17,"Feb  27, 2014 to Jul  27, 2015",[],Dengeki Daioh,"Satou, Tsutomu (Story), Ikawa, Waki (Art)",True
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"Action,Sci-Fi",1032,2042,7.73,1,1 hr. 7 min.,Movie ,Mar 2019 , Mar 2019,98648,6.94,9559.0,21367.0,519.0,6,"Sep  5, 2019 to Mar  5, 2020",['Shounen'],Comic Garden,"Sai, Natsuo (Art)",True
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Comedy,Slice of Life",1010,1147,7.74,12,23 min. per ep.,TV ,Jan 2019 , Mar 2019,197229,7.99,755.0,2150.0,9042.0,Unknown,"Jun  4, 2015 to ?",[],Comic Polaris,"Minatuki, Tunami (Story), Futatsuya, As (Art)",True
Black Jack,"Drama,Mystery,Suspense",1009,3179,7.74,12,50 min. per ep.,OVA ,Dec 1993 , Dec 2011,41194,8.36,244.0,796.0,22032.0,243,"Nov  19, 1973 to Oct  14, 1983",['Shounen'],Shounen Champion (Weekly),"Tezuka, Osamu (Story & Art)",True
Tantei Gakuen Q,"Comedy,Drama,Mystery",1002,3347,7.74,45,25 min. per ep.,TV ,Apr 2003 , Mar 2004,35919,7.76,1427.0,4149.0,4757.0,172,"May  23, 2001 to Jul  20, 2005",['Shounen'],Shounen Magazine (Weekly),"Kibayashi, Shin (Story), Satou, Fumiya (Art)",True
Shiki,"Horror,Mystery,Supernatural,Suspense",991,329,7.75,22,22 min. per ep.,TV ,Jul 2010 , Dec 2010,605635,7.94,873.0,859.0,20531.0,42,"Dec  2007 to Jun  3, 2011",['Shounen'],Jump SQ.,"Fujisaki, Ryuu (Art), Ono, Fuyumi (Story)",True
Shadows House,"Slice of Life,Supernatural",990,1155,7.75,13,23 min. per ep.,TV ,Apr 2021 , Jul 2021,251548,8.37,233.0,427.0,38777.0,Unknown,"Sep  6, 2018 to ?",['Seinen'],Young Jump,Soumatou (Story & Art),True
Ueki no Housoku,"Action,Adventure,Comedy,Drama,Supernatural",1004,1614,7.74,51,23 min. per ep.,TV ,Apr 2005 , Mar 2006,118602,7.6,2223.0,1966.0,9699.0,154,"Jul  23, 2001 to Oct  20, 2004",['Shounen'],Shounen Sunday,"Fukuchi, Tsubasa (Story & Art)",True
Golden Time,"Comedy,Drama,Romance",981,141,7.75,24,24 min. per ep.,TV ,Oct 2013 , Mar 2014,1050027,7.84,1168.0,3286.0,6092.0,45,"Sep  10, 2010 to Mar  8, 2014",[],,"Komatsu, E-ji (Art), Takemiya, Yuyuko (Story)",True
Kyoukai no Kanata,"Fantasy,Slice of Life,Supernatural",1013,110,7.74,12,24 min. per ep.,TV ,Oct 2013 , Dec 2013,1174393,7.98,775.0,2834.0,7007.0,Unknown,"Jun  9, 2012 to Oct  2, 2013",[],,"Kamoi, Tomoyo (Art), Torii, Nagomu (Story)",True
Claymore,"Action,Adventure,Fantasy,Supernatural",976,271,7.75,26,23 min. per ep.,TV ,Apr 2007 , Sep 2007,677518,8.29,310.0,38.0,195861.0,159,"May  6, 2001 to Oct  4, 2014",['Shounen'],Jump SQ.,"Yagi, Norihiro (Story & Art)",True
Crayon Shin-chan,"Comedy,Slice of Life,Ecchi",977,2147,7.75,Unknown,21 min.,TV ,Apr 1992 ,,85126,7.96,821.0,3549.0,5599.0,1126,Aug  1990 to Mar  2010,['Seinen'],Manga Action,"Usui, Yoshito (Story & Art)",True
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"Comedy,Slice of Life",971,4650,7.76,373,25 min. per ep.,TV ,Jun 1996 , Dec 2004,19449,7.58,2319.0,6470.0,2897.0,1957,"Sep  21, 1976 to Sep  17, 2016",['Shounen'],Shounen Jump (Weekly),"Akimoto, Osamu (Story & Art)",True
Jinrui wa Suitai Shimashita,"Adventure,Comedy,Fantasy",985,1085,7.75,12,23 min. per ep.,TV ,Jul 2012 , Sep 2012,191957,7.73,1580.0,7255.0,2526.0,22,"May  24, 2007 to Jun  18, 2014",[],,"Tobe, Sunaho (Art), Tanaka, Romeo (Story), Yamazaki, Toru (Art)",True
Shaman King,"Action,Adventure,Comedy,Supernatural",957,551,7.76,64,23 min. per ep.,TV ,Jul 2001 , Sep 2002,368409,7.78,1343.0,203.0,73398.0,288,"Jun  30, 1998 to Aug  30, 2004",['Shounen'],Shounen Jump (Weekly),"Takei, Hiroyuki (Story & Art)",True
Kokoro Connect,"Drama,Romance,Supernatural",942,184,7.77,13,24 min. per ep.,TV ,Jul 2012 , Sep 2012,838679,8.07,614.0,1727.0,11133.0,91,"Jan  30, 2010 to Sep  30, 2013",[],,"Horiguchi, Yukiko (Art), Anda, Sadanatsu (Story)",True
Ranma ½,"Comedy,Fantasy,Slice of Life",956,858,7.76,161,24 min. per ep.,TV ,Apr 1989 , Sep 1992,257758,7.98,779.0,312.0,49911.0,407,"Aug  5, 1987 to Feb  21, 1996",['Shounen'],Shounen Sunday,"Takahashi, Rumiko (Story & Art)",True
Ghost Hunt,"Horror,Mystery,Supernatural",938,907,7.77,25,25 min. per ep.,TV ,Oct 2006 , Mar 2007,232446,8.23,379.0,1177.0,15500.0,43,"Dec  6, 1997 to Sep  30, 2010",['Shoujo'],Nakayoshi,"Inada, Shiho (Story & Art), Ono, Fuyumi (Story)",True
Magic Kaito,"Adventure,Comedy,Romance",932,2274,7.78,12,24 min. per ep.,TV Special ,Apr 2010 , Dec 2012,74058,7.79,1336.0,2418.0,8094.0,Unknown,"May  27, 1987 to ?",['Shounen'],Shounen Sunday,"Aoyama, Gosho (Story & Art)",True
Akagami no Shirayuki-hime,"Drama,Fantasy,Romance",933,292,7.77,12,24 min. per ep.,TV ,Jul 2015 , Sep 2015,683101,8.23,385.0,216.0,69261.0,Unknown,"Aug  10, 2006 to ?",['Shoujo'],LaLa DX,"Akizuki, Sorata (Story & Art)",True
Hoozuki no Reitetsu,"Comedy,Fantasy,Supernatural",925,1490,7.78,13,24 min. per ep.,TV ,Jan 2014 , Apr 2014,132765,7.62,2088.0,3659.0,5427.0,277,"Mar  3, 2011 to Jan  9, 2020",['Seinen'],Morning,"Eguchi, Natsumi (Story & Art)",True
Hataraku Maou-sama!,"Comedy,Fantasy,Romance,Supernatural",922,67,7.78,13,24 min. per ep.,TV ,Apr 2013 , Jun 2013,1572975,7.79,1316.0,453.0,37013.0,Unknown,"Dec  27, 2011 to ?",[],Dengeki Daioh,"Wagahara, Satoshi (Story), Hiiragi, Akio (Art)",True
Mind Game,"Adventure,Avant Garde,Comedy,Romance",907,2152,7.78,1,1 hr. 43 min.,Movie ,Aug 2004 , Aug 2004,87460,7.39,3761.0,9654.0,1761.0,15,1994 to  1996,[],,"Nishi, Robin (Story & Art)",True
Taishou Otome Otogibanashi,"Comedy,Romance,Slice of Life",906,1756,7.79,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,149188,8.25,361.0,725.0,24005.0,42,"Jul  4, 2015 to Sep  4, 2017",['Shounen'],Jump SQ.,"Kirioka, Sana (Story & Art)",True
The Last: Naruto the Movie,"Action,Adventure,Fantasy,Romance",912,350,7.78,1,1 hr. 52 min.,Movie ,Dec 2014 , Dec 2014,615451,7.88,1038.0,4743.0,4077.0,5,"Dec  8, 2014",['Shounen'],,"Kishimoto, Masashi (Story), Kyouzuka, Maruo (Story)",True
Saraiya Goyou,"Drama,Mystery",905,1962,7.79,12,23 min. per ep.,TV ,Apr 2010 , Jul 2010,94146,8.09,596.0,2132.0,9110.0,59,"Nov  25, 2005 to Jul  24, 2010",['Seinen'],Ikki,"Ono, Natsume (Story & Art)",True
Ginga Tetsudou 999,"Adventure,Drama,Sci-Fi",886,3401,7.8,113,25 min. per ep.,TV ,Sep 1978 , Mar 1981,39532,8.08,610.0,7616.0,2380.0,46,1996 to  2004,['Seinen'],Big Gold,"Matsumoto, Leiji (Story & Art)",True
Emiya-san Chi no Kyou no Gohan,"Comedy,Gourmet,Slice of Life",884,1578,7.8,13,13 min. per ep.,ONA ,Jan 2018 , Jan 2019,133579,7.79,1312.0,5577.0,3425.0,Unknown,"Jan  26, 2016 to ?",[],Young Ace UP,TAa (Story & Art),True
Wolf's Rain,"Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi",873,629,7.81,26,23 min. per ep.,TV ,Jan 2003 , Jul 2003,331033,7.15,6496.0,1332.0,14235.0,11,"Feb  26, 2003 to Jan  26, 2004",['Seinen'],Magazine-Z,"Nobumoto, Keiko (Story), Iida, Toshitsugu (Art)",True
Magi: Sinbad no Bouken,"Action,Adventure,Fantasy",867,1502,7.81,5,24 min. per ep.,OVA ,May 2014 , Jul 2015,137525,8.1,568.0,493.0,34128.0,182,"May  8, 2013 to Apr  25, 2018",['Shounen'],MangaONE,"Ohtaka, Shinobu (Story), Ohtera, Yoshifumi (Art)",True
Little Witch Academia,"Adventure,Comedy,Fantasy",865,657,7.81,1,26 min.,Movie ,Mar 2013 , Mar 2013,313741,7.35,4151.0,3032.0,6580.0,17,"Dec  26, 2016 to Aug  25, 2018",['Shounen'],Shounen Ace,"Yoshinari, You (Story), Satou, Keisuke (Art)",True
Shingeki no Kyojin: Lost Girls,"Action,Drama",877,743,7.8,3,25 min. per ep.,OVA ,Dec 2017 , Aug 2018,313217,7.8,1282.0,2805.0,7069.0,3,"Dec  9, 2014",[],,"Seko, Hiroshi (Story)",True
Jormungand,"Action,Adventure",863,601,7.81,12,24 min. per ep.,TV ,Apr 2012 , Jun 2012,367706,7.79,1338.0,1383.0,13756.0,70,"Apr  19, 2006 to Jan  19, 2012",['Seinen'],Sunday Gene-X,"Takahashi, Keitarou (Story & Art)",True
Akachan to Boku,"Comedy,Drama",845,4140,7.82,35,25 min. per ep.,TV ,Jul 1996 , Mar 1997,23641,7.64,2007.0,7183.0,2553.0,108,"May  2, 1991 to Jun  20, 1997",['Shoujo'],Hana to Yume,"Ragawa, Marimo (Story & Art)",True
Tokyo Ghoul,"Action,Fantasy,Horror",879,7,7.8,12,24 min. per ep.,TV ,Jul 2014 , Sep 2014,2840448,8.52,130.0,5.0,492861.0,144,"Sep  8, 2011 to Sep  18, 2014",['Seinen'],Young Jump,"Ishida, Sui (Story & Art)",True
Saiyuuki Gaiden,"Action,Adventure,Drama,Fantasy",870,5049,7.81,3,30 min. per ep.,OVA ,Mar 2011 , Nov 2011,13899,8.26,348.0,1802.0,10622.0,35,"May  18, 1999 to May  16, 2009",[],GFantasy,"Minekura, Kazuya (Story & Art)",True
Oniisama e...,"Drama,Girls Love",840,3041,7.82,39,25 min. per ep.,TV ,Jul 1991 , May 1992,48754,7.59,2301.0,4284.0,4556.0,18,Feb  1974 to Aug  1974,['Shoujo'],Margaret,"Ikeda, Riyoko (Story & Art)",True
Somali to Mori no Kamisama,"Adventure,Drama,Fantasy,Slice of Life",837,780,7.83,12,23 min. per ep.,TV ,Jan 2020 , Mar 2020,292396,7.71,1668.0,1008.0,17618.0,39,"Apr  26, 2015 to Oct  25, 2019",[],Web Comic Zenyon,"Gureishi, Yako (Story & Art)",True
Tasogare Otome x Amnesia,"Horror,Mystery,Romance,Supernatural",811,503,7.84,12,23 min. per ep.,TV ,Apr 2012 , Jun 2012,406546,8.21,413.0,346.0,46433.0,54,"Apr  22, 2008 to Sep  21, 2013",['Shounen'],Gangan Joker,Maybe (Story & Art),True
Soul Eater,"Action,Comedy,Fantasy,Supernatural",809,54,7.84,51,23 min. per ep.,TV ,Apr 2008 , Mar 2009,1639122,8.09,593.0,40.0,186141.0,117,"Jun  24, 2003 to Aug  12, 2013",['Shounen'],Shounen Gangan,"Ookubo, Atsushi (Story & Art)",True
InuYasha,"Action,Adventure,Comedy,Fantasy,Romance,Supernatural",794,220,7.85,167,24 min. per ep.,TV ,Oct 2000 , Sep 2004,804371,7.86,1079.0,238.0,64735.0,558,"Nov  13, 1996 to Jun  15, 2008",['Shounen'],Shounen Sunday,"Takahashi, Rumiko (Story & Art)",True
Paradise Kiss,"Comedy,Drama,Romance,Slice of Life",802,1005,7.85,12,24 min. per ep.,TV ,Oct 2005 , Dec 2005,231076,8.29,308.0,311.0,50862.0,48,"Mar  23, 1999 to Mar  22, 2003",['Josei'],Zipper,"Yazawa, Ai (Story & Art)",True
Jibaku Shounen Hanako-kun,"Comedy,Supernatural",795,375,7.85,12,24 min. per ep.,TV ,Jan 2020 , Mar 2020,599807,8.57,102.0,112.0,110210.0,Unknown,"Dec  18, 2014 to ?",['Shounen'],GFantasy,"Aida, Iro (Story & Art)",True
Suzumiya Haruhi no Yuuutsu,"Comedy,Mystery,Sci-Fi,Slice of Life",810,154,7.84,14,23 min. per ep.,TV ,Apr 2006 , Jul 2006,924502,7.75,1464.0,1023.0,17489.0,105,"Sep  26, 2005 to Sep  26, 2013",['Shounen'],Shounen Ace,"Tanigawa, Nagaru (Story), Tsugano, Gaku (Art)",True
Kokoro ga Sakebitagatterunda.,"Drama,Romance",785,659,7.86,1,1 hr. 59 min.,Movie ,Sep 2015 , Sep 2015,334622,7.4,3673.0,7535.0,2414.0,28,"Jul  8, 2015 to Jul  13, 2016",[],Ura Sunday,"Akui, Makoto (Art)",True
Golden Kamuy,"Action,Adventure",780,625,7.86,12,23 min. per ep.,TV ,Apr 2018 , Jun 2018,396997,8.64,73.0,154.0,89406.0,314,"Aug  21, 2014 to Apr  28, 2022",['Seinen'],Young Jump,"Noda, Satoru (Story & Art)",True
Douluo Dalu,"Action,Adventure,Fantasy,Romance",777,4007,7.86,26,20 min. per ep.,ONA ,Jan 2018 , Jul 2018,29355,7.85,1122.0,628.0,27604.0,Unknown,2011 to ?,[],,"Tang Jia San Shao (Story), Mu, Feng Chun (Art)",True
Blue Period,"Drama,Slice of Life",775,558,7.86,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,471315,8.64,76.0,99.0,119615.0,Unknown,"Jun  24, 2017 to ?",['Seinen'],Afternoon,"Yamaguchi, Tsubasa (Story & Art)",True
Bleach,"Action,Adventure,Fantasy",774,40,7.86,366,24 min. per ep.,TV ,Oct 2004 , Mar 2012,1985899,7.86,1078.0,14.0,377983.0,705,"Aug  7, 2001 to Aug  22, 2016",['Shounen'],Shounen Jump (Weekly),"Kubo, Tite (Story & Art)",True
Gekkan Shoujo Nozaki-kun,"Comedy,Romance",779,159,7.86,12,24 min. per ep.,TV ,Jul 2014 , Sep 2014,934952,8.44,188.0,186.0,79197.0,Unknown,"Aug  25, 2011 to ?",[],Gangan Online,"Tsubaki, Izumi (Story & Art)",True
Tanaka-kun wa Itsumo Kedaruge,"Comedy,Slice of Life",770,448,7.86,12,24 min. per ep.,TV ,Apr 2016 , Jun 2016,467643,8.06,642.0,626.0,27703.0,145,"Jul  25, 2013 to Jul  25, 2019",[],Gangan Online,"Uda, Nozomi (Story & Art)",True
Beelzebub,"Action,Comedy,Supernatural",753,328,7.87,60,24 min. per ep.,TV ,Jan 2011 , Mar 2012,600427,8.13,522.0,106.0,114883.0,250,"Feb  23, 2009 to Mar  13, 2015",['Shounen'],Shounen Jump (Weekly),"Tamura, Ryuuhei (Story & Art)",True
Tiger & Bunny,"Action,Comedy,Mystery",743,933,7.88,25,24 min. per ep.,TV ,Apr 2011 , Sep 2011,228823,7.28,4938.0,6099.0,3079.0,38,"Sep  10, 2011 to Dec  16, 2014",[],Newtype Ace,"Sakakibara, Mizuki (Story & Art)",True
Carole & Tuesday,"Drama,Sci-Fi",728,667,7.89,24,22 min. per ep.,TV ,Apr 2019 , Oct 2019,330984,7.03,8304.0,9339.0,1838.0,18,"May  2, 2019 to Jul  4, 2020",['Seinen'],Young Ace,"Watanabe, Shinichirou (Story), Yamataka, Morito (Art)",True
Space☆Dandy,"Comedy,Sci-Fi",742,599,7.88,13,24 min. per ep.,TV ,Jan 2014 , Mar 2014,360011,7.19,5977.0,8603.0,2039.0,16,"Dec  20, 2013 to Sep  19, 2014",['Seinen'],Young Gangan,"Park, Sung-Woo (Art), Harada, Masafumi (Story), REDICE (Art)",True
Beastars,"Drama,Slice of Life",727,209,7.89,12,22 min. per ep.,TV ,Oct 2019 , Dec 2019,864269,8.25,362.0,119.0,108006.0,196,"Sep  8, 2016 to Oct  8, 2020",['Shounen'],Shounen Champion (Weekly),"Itagaki, Paru (Story & Art)",True
Ginga Sengoku Gunyuuden Rai,"Adventure,Romance,Sci-Fi",721,4864,7.9,52,25 min. per ep.,TV ,Apr 1994 , Mar 1995,16273,7.54,2616.0,21296.0,523.0,Unknown,1989 to  2001,['Shounen'],Dengeki Comic Gao!,"Manabe, Jouji (Story & Art)",True
Saiunkoku Monogatari,"Adventure,Comedy,Drama,Fantasy,Romance",709,1880,7.9,39,25 min. per ep.,TV ,Apr 2006 , Feb 2007,98117,7.8,1290.0,3484.0,5710.0,44,"Jul  8, 2005 to Mar  24, 2012",['Shoujo'],Beans Ace,"Yura, Kairi (Art), Yukino, Sai (Story)",True
Yagate Kimi ni Naru,"Drama,Girls Love,Romance",706,692,7.91,13,24 min. per ep.,TV ,Oct 2018 , Dec 2018,345732,8.67,63.0,128.0,101632.0,50,"Apr  27, 2015 to Sep  27, 2019",[],Dengeki Daioh,"Nakatani, Nio (Story & Art)",True
Gakuen Babysitters,"Comedy,Slice of Life",719,707,7.9,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,344861,8.28,332.0,723.0,24057.0,Unknown,"Sep  24, 2009 to ?",['Shoujo'],LaLa,"Tokeino, Hari (Story & Art)",True
Tonikaku Kawaii,"Comedy,Romance",675,299,7.92,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,752030,8.18,437.0,174.0,82449.0,Unknown,"Feb  14, 2018 to ?",['Shounen'],Shounen Sunday,"Hata, Kenjirou (Story & Art)",True
Overlord,"Action,Adventure,Fantasy,Supernatural",672,72,7.92,13,24 min. per ep.,TV ,Jul 2015 , Sep 2015,1609361,8.65,70.0,254.0,61632.0,Unknown,"Jul  30, 2012 to ?",[],,"Maruyama, Kugane (Story), so-bin (Art)",True
Ore Monogatari!!,"Comedy,Romance",671,284,7.92,24,22 min. per ep.,TV ,Apr 2015 , Sep 2015,681602,8.11,549.0,506.0,33493.0,52,"Dec  13, 2011 to Jul  13, 2016",['Shoujo'],Bessatsu Margaret,"Kawahara, Kazune (Story), Aruko (Art)",True
School Rumble,"Comedy,Romance",710,621,7.9,26,23 min. per ep.,TV ,Oct 2004 , Mar 2005,329969,7.98,780.0,583.0,29404.0,345,"Oct  23, 2002 to Jul  23, 2008",['Shounen'],Shounen Magazine (Weekly),"Kobayashi, Jin (Story & Art)",True
City Hunter,"Action,Comedy,Mystery",677,2208,7.92,51,25 min. per ep.,TV ,Apr 1987 , Mar 1988,82351,8.15,490.0,1195.0,15356.0,193,"Feb  26, 1985 to Nov  19, 1991",['Shounen'],Shounen Jump (Weekly),"Hojo, Tsukasa (Story & Art)",True
Zetsuen no Tempest,"Action,Drama,Fantasy,Mystery",669,323,7.93,24,24 min. per ep.,TV ,Oct 2012 , Mar 2013,601224,7.9,984.0,820.0,21417.0,50,"Jul  10, 2009 to Oct  12, 2013",['Shounen'],Shounen Gangan,"Shirodaira, Kyou (Story), Saizaki, Ren (Art)",True
Yakitate!! Japan,"Comedy,Gourmet",667,1862,7.93,69,24 min. per ep.,TV ,Oct 2004 , Mar 2006,99130,7.56,2459.0,1520.0,12677.0,242,"Mar  18, 2002 to Jan  10, 2007",['Shounen'],Shounen Sunday,"Hashiguchi, Takashi (Story & Art)",True
Bungou Stray Dogs Wan!,"Comedy,Slice of Life,Supernatural",657,1908,7.93,12,11 min. per ep.,TV ,Jan 2021 , Mar 2021,119958,8.24,364.0,3037.0,6561.0,Unknown,"Dec  22, 2015 to ?",[],Young Ace UP,"Kanai, Neco (Story & Art)",True
Full Moon wo Sagashite,"Comedy,Drama,Romance,Supernatural",652,1732,7.94,52,24 min. per ep.,TV ,Apr 2002 , Mar 2003,110813,8.04,674.0,448.0,37255.0,35,"Dec  1, 2001 to Apr  30, 2004",['Shoujo'],Ribon Magazine,"Tanemura, Arina (Story & Art)",True
Yowamushi Pedal,"Comedy,Drama,Sports",640,924,7.95,38,24 min. per ep.,TV ,Oct 2013 , Jul 2014,234649,7.97,809.0,1307.0,14439.0,Unknown,"Feb  7, 2008 to ?",['Shounen'],Shounen Champion (Weekly),"Watanabe, Wataru (Story & Art)",True
Log Horizon,"Action,Adventure,Fantasy",634,114,7.95,25,25 min. per ep.,TV ,Oct 2013 , Mar 2014,1123557,8.05,663.0,1352.0,14035.0,Unknown,"Apr  13, 2010 to ?",[],,"Touno, Mamare (Story), Hara, Kazuhiro (Art)",True
Wotaku ni Koi wa Muzukashii,"Comedy,Romance,Slice of Life",638,166,7.95,11,22 min. per ep.,TV ,Apr 2018 , Jun 2018,997732,8.36,246.0,85.0,131142.0,105,"Apr  30, 2015 to Jul  16, 2021",[],Comic POOL,Fujita (Story & Art),True
Non Non Biyori,"Comedy,Slice of Life",636,479,7.95,12,24 min. per ep.,TV ,Oct 2013 , Dec 2013,430086,8.22,402.0,1665.0,11598.0,125,"Sep  26, 2009 to Feb  26, 2021",['Seinen'],Comic Alive,Atto (Story & Art),True
Kobato.,"Comedy,Drama,Fantasy,Romance",621,1237,7.96,24,24 min. per ep.,TV ,Oct 2009 , Mar 2010,168517,7.94,869.0,840.0,21031.0,40,"Dec  18, 2004 to Jul  8, 2011",[],Newtype,CLAMP (Story & Art),True
Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action,Adventure,Supernatural",608,1760,7.97,13,24 min. per ep.,OVA ,Jun 2009 , Apr 2010,109414,8.27,338.0,1189.0,15439.0,223,"Sep  21, 2006 to Apr  7, 2011",['Shounen'],Shounen Champion (Weekly),"Kurumada, Masami (Story), Teshirogi, Shiori (Story & Art)",True
Phantom: Requiem for the Phantom,"Action,Drama,Suspense",606,615,7.97,26,24 min. per ep.,TV ,Apr 2009 , Sep 2009,337331,7.29,4879.0,8383.0,2112.0,14,"Dec  27, 2008 to Jan  27, 2010",['Seinen'],Comic Alive,"Hiiragi, Masaki (Art), Nitroplus (Story)",True
Tekkon Kinkreet,"Action,Adventure,Supernatural",616,1740,7.96,1,1 hr. 51 min.,Movie ,Dec 2006 , Dec 2006,113369,8.02,702.0,1281.0,14635.0,33,1993 to  1994,['Seinen'],Big Comic Spirits,"Matsumoto, Taiyou (Story & Art)",True
Naruto,"Action,Adventure,Fantasy",603,8,7.97,220,23 min. per ep.,TV ,Oct 2002 , Feb 2007,2875730,8.07,620.0,11.0,409403.0,700,"Sep  21, 1999 to Nov  10, 2014",['Shounen'],Shounen Jump (Weekly),"Kishimoto, Masashi (Story & Art)",True
Dragon Ball,"Adventure,Comedy,Fantasy",617,140,7.96,153,24 min. per ep.,TV ,Feb 1986 , Apr 1989,1049631,8.41,200.0,65.0,156157.0,520,"Nov  20, 1984 to May  23, 1995",['Shounen'],Shounen Jump (Weekly),"Toriyama, Akira (Story & Art)",True
Noragami,"Action,Fantasy",604,22,7.97,12,24 min. per ep.,TV ,Jan 2014 , Mar 2014,2176883,8.39,214.0,43.0,178921.0,Unknown,"Dec  6, 2010 to ?",['Shounen'],Shounen Magazine (Monthly),Adachitoka (Story & Art),True
xxxHOLiC,"Comedy,Drama,Mystery,Supernatural",587,678,7.99,24,24 min. per ep.,TV ,Apr 2006 , Sep 2006,324516,8.37,235.0,178.0,81981.0,213,"Feb  24, 2003 to Feb  9, 2011",['Seinen'],Young Magazine (Weekly),CLAMP (Story & Art),True
ReLIFE,"Drama,Romance,Slice of Life",584,139,7.99,13,23 min. per ep.,TV ,Jul 2016 , Sep 2016,1047098,8.64,72.0,61.0,159207.0,238,"Oct  12, 2013 to Mar  16, 2018",[],comico,"Yayoi, Sou (Story & Art)",True
Mahou Shoujo Lyrical Nanoha A's,"Action,Comedy,Drama",602,2363,7.97,13,25 min. per ep.,TV ,Oct 2005 , Dec 2005,66059,7.41,3612.0,8737.0,1998.0,7,"Jun  8, 2005 to Jan  1, 2006",[],Comic NORA,"Hasegawa, Kouji (Art), Tsuzuki, Masaki (Story)",True
Kobayashi-san Chi no Maid Dragon,"Fantasy,Slice of Life",574,103,8.0,13,24 min. per ep.,TV ,Jan 2017 , Apr 2017,1243122,7.94,865.0,375.0,43476.0,Unknown,"May  25, 2013 to ?",[],Monthly Action,Cool-kyou Shinja (Story & Art),True
Hanada Shounen-shi,"Comedy,Drama,Slice of Life,Supernatural",569,4870,8.0,25,25 min. per ep.,TV ,Oct 2002 , Mar 2003,16339,7.61,2153.0,19441.0,620.0,41,1993 to  1995,['Seinen'],Mr. Magazine,"Isshiki, Makoto (Story & Art)",True
Touch,"Drama,Romance,Slice of Life,Sports",564,3377,8.0,101,25 min. per ep.,TV ,Mar 1985 , Mar 1987,36475,8.34,265.0,1480.0,12970.0,257,"Aug  5, 1981 to Nov  12, 1986",['Shounen'],Shounen Sunday,"Adachi, Mitsuru (Story & Art)",True
Nagi no Asu kara,"Drama,Fantasy,Romance",562,322,8.0,26,23 min. per ep.,TV ,Oct 2013 , Apr 2014,606039,7.58,2350.0,5019.0,3839.0,36,"Apr  27, 2013 to Mar  26, 2016",[],Dengeki Daioh,"Maeda, Risou (Art)",True
Maoujou de Oyasumi,"Comedy,Fantasy",561,1137,8.0,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,218133,7.94,867.0,881.0,19966.0,Unknown,"May  11, 2016 to ?",['Shounen'],Shounen Sunday,"Kumanomata, Kagiji (Story & Art)",True
